CCG or Health Board;Practice Name;Abtard;Ebesque XL;Fencino;Venlalic XL;Grand Total
NHS LIVERPOOL CCG;Lance Lane Medical Centre; 1 163,00;557;28;961; 2 709,00
NHS LIVERPOOL CCG;Langbank Medical Centre;638; 1 212,00;330;435; 2 615,00
NHS LIVERPOOL CCG;Liverpool & Knowsley NHS OOH;289;65;38;85;477
NHS LIVERPOOL CCG;Liverpool Community Health - NMP; 1 164,00;0;50;0; 1 214,00
NHS LIVERPOOL CCG;Long Lane; 6 976,00; 5 066,00; 1 181,00;205; 13 428,00
NHS LIVERPOOL CCG;Marybone - Ssp Health Limited;343;0;0;96;439
NHS LIVERPOOL CCG;Mather Avenue Surgery; 1 409,00; 2 134,00; 1 140,00;755; 5 438,00
NHS LIVERPOOL CCG;Mere Lane Group Practice; 1 878,00;991;814;837; 4 520,00
NHS LIVERPOOL CCG;Mersey View - Ssp Health Limited Wic;9;60;0;29;98
NHS LIVERPOOL CCG;Minor Surgery St James;22;0;0;0;22
NHS LIVERPOOL CCG;Moss Way;709;0;0;58;767
NHS LIVERPOOL CCG;Netherley - Ssp Health Limited; 1 373,00; 2 183,00;863;340; 4 759,00
NHS LIVERPOOL CCG;Oakvale Medical Centre; 1 276,00; 1 239,00;99; 1 994,00; 4 608,00
NHS LIVERPOOL CCG;Park View - Ssp Health Limited; 4 387,00;265; 1 204,00;108; 5 964,00
NHS LIVERPOOL CCG;Penny Lane Surgery;724;0;212; 1 430,00; 2 366,00
NHS LIVERPOOL CCG;Picton N'Hood Health & Children's Centre; 2 827,00;4;0;162; 2 993,00
NHS LIVERPOOL CCG;Poulter Rd;0;0;0;24;24
NHS LIVERPOOL CCG;Princes Park - Ssp Health Limited; 3 130,00; 3 136,00;4;240; 6 510,00
NHS LIVERPOOL CCG;Priory Medical Centre; 1 912,00;251;442; 2 897,00; 5 502,00
NHS LIVERPOOL CCG;Robson Street - Ssp Health Limited;67;0;212;0;278
NHS LIVERPOOL CCG;Rock Court Surgery;878;504;305;600; 2 287,00
NHS LIVERPOOL CCG;Rocky Lane Medical Centre;247;178;4;108;537
NHS LIVERPOOL CCG;Rutherford Medical Centre; 1 779,00;588;550; 1 447,00; 4 364,00
NHS LIVERPOOL CCG;Sandringham Medical Centre; 2 313,00; 2 581,00; 1 632,00;12; 6 538,00
NHS LIVERPOOL CCG;Speke HC - Dr Choudhary;44; 1 622,00;0;0; 1 666,00
NHS LIVERPOOL CCG;Speke HC - Dr Mangarai;87; 1 440,00;0;291; 1 818,00
NHS LIVERPOOL CCG;Speke HC - Dr Thakur;550;0;0;192;742
NHS LIVERPOOL CCG;Stanley - Ssp Health Limited; 2 555,00;90;20;12; 2 677,00
NHS LIVERPOOL CCG;Stopgate; 1 816,00;0;30;339; 2 185,00
NHS LIVERPOOL CCG;Storrsdale Medical Centre;517;773;120;888; 2 298,00
NHS LIVERPOOL CCG;The Ash Surgery; 6 311,00;272;177;831; 7 591,00
NHS LIVERPOOL CCG;The Elms M.C;0;8;0;0;8
NHS LIVERPOOL CCG;The Elms Medical Centre; 1 686,00; 2 550,00;117; 1 869,00; 6 222,00
NHS LIVERPOOL CCG;The Fiveways - Ssp Health Limited; 2 580,00;0;142;420; 3 142,00
NHS LIVERPOOL CCG;The Grey Road Surgery;477;519;438;482; 1 916,00
NHS LIVERPOOL CCG;The Margaret Thompson Med Centre; 4 812,00;372;311;676; 6 171,00
NHS LIVERPOOL CCG;The Surgery; 2 108,00;750;28; 1 187,00; 4 073,00
NHS LIVERPOOL CCG;The Valley Medical Centre;600;17;99; 1 014,00; 1 730,00
NHS LIVERPOOL CCG;The Village Medical Ctre;84;0;321;361;766
NHS LIVERPOOL CCG;The Village Surgery; 4 678,00;265;706;853; 6 502,00
NHS LIVERPOOL CCG;Townsend Medical Centre;877;52;6;96; 1 031,00
NHS LIVERPOOL CCG;Vauxhall Health Centre; 1 584,00;59; 1 066,00;0; 2 709,00
NHS LIVERPOOL CCG;Walton Medical Centre; 7 844,00; 1 850,00;468;931; 11 093,00
NHS LIVERPOOL CCG;Walton Village Medical Centre;145;72;37;0;254
NHS LIVERPOOL CCG;West Speke - Ssp Health Limited;254;18;0;143;415
NHS LIVERPOOL CCG;Westminster Medical Centre; 2 194,00; 1 564,00;296;420; 4 474,00
NHS LIVERPOOL CCG;Westmoreland GP Centre; 5 688,00; 4 243,00;399; 1 758,00; 12 088,00
NHS LIVERPOOL CCG;Woolton House Medical Ctr; 1 442,00;712; 1 985,00; 2 133,00; 6 272,00
NHS LIVERPOOL CCG;Yew Tree Centre; 1 723,00; 3 004,00;198;0; 4 925,00
NHS LUTON CCG;Alcohol Services For The Community;0;0;0;0;0
NHS LUTON CCG;Barton Hills Medical Group;662; 2 061,00;739;392; 3 854,00
NHS LUTON CCG;Bute House Medical Centre; 4 153,00; 7 712,00;575;72; 12 512,00
NHS LUTON CCG;Care Uk (Luton) OOH;21;47;75;2;145
NHS LUTON CCG;Castle Street Surgery; 5 792,00; 3 852,00; 2 219,00;375; 12 238,00
NHS LUTON CCG;Community Services Nurse Prescribers;26;0;283;0;309
NHS LUTON CCG;Dr A Zaman's Practice;456; 1 129,00;0;0; 1 585,00
NHS LUTON CCG;Dr DV Shah's Practice;19;0;87;30;136
NHS LUTON CCG;Dr I Saleh's Practice;0;180;316;0;496
NHS LUTON CCG;Dr JK Marsden's Practice; 2 179,00;336; 1 156,00;689; 4 360,00
NHS LUTON CCG;Dr K Prasad's Practice;116;168;96;12;392
NHS LUTON CCG;Dr MQ Hoda's Practice;0;0;8;0;8
NHS LUTON CCG;Dr N Herodotou Palliative Medicine;100;0;0;0;100
NHS LUTON CCG;Dr PS Bath's Practice;57; 1 491,00;120;0; 1 666,00
NHS LUTON CCG;Dr R Khanchandani's Practice; 1 665,00;98;136;95; 1 994,00
NHS LUTON CCG;Dr SA Subramony's Practice;384; 2 694,00;73;24; 3 175,00
NHS LUTON CCG;Dr SE Warriner's Practice; 2 762,00; 1 428,00;846;891; 5 927,00
NHS LUTON CCG;Dr SKP Choudhury's Practice;134; 2 632,00;462; 1 111,00; 4 339,00
NHS LUTON CCG;Dr WHM Matta's Practice;285; 1 458,00;275;466; 2 484,00
NHS LUTON CCG;Drs Mirza Sukhani & Partners;12; 1 426,00;653;0; 2 091,00
NHS LUTON CCG;Gardenia Practice; 4 398,00; 3 415,00;719;226; 8 758,00
NHS LUTON CCG;GP Led Walk-In Centre;806; 2 069,00;399;244; 3 518,00
NHS LUTON CCG;Keech Hospice Care;3;0;0;0;3
NHS LUTON CCG;Kingfisher Practice;54;479;100;43;676
NHS LUTON CCG;Larkside Practice;200;590;985;470; 2 245,00
NHS LUTON CCG;Lea Vale Medical Practice; 7 246,00; 2 426,00; 3 178,00;966; 13 816,00
NHS LUTON CCG;Lister House Surgery;187;0;142;102;431
NHS LUTON CCG;Moakes Medical Centre;0;0;52;0;52
NHS LUTON CCG;Neville Road Surgery;0;0;0;0;0
NHS LUTON CCG;Phoenix Primary Care (South) Ltd;199; 3 088,00;459;443; 4 189,00
NHS LUTON CCG;Shared Care Drug Service;0;0;0;6;6
NHS LUTON CCG;Sundon Medical Centre;152; 2 088,00;86;0; 2 291,00
NHS LUTON CCG;Sundon Park Health Centre;228; 1 242,00;49;60; 1 579,00
NHS LUTON CCG;The Medici Medical Practice; 8 588,00; 3 555,00; 1 474,00;342; 13 959,00
NHS LUTON CCG;The Oakley Surgery;91; 1 212,00; 1 246,00;0; 2 549,00
NHS LUTON CCG;Whipperley Medical Centre;139; 3 036,00;315;45; 3 535,00
NHS MANSFLD & ASHFLD CCG;Ashfield House (Annesley);887; 1 310,00;6;431; 2 634,00
NHS MANSFLD & ASHFLD CCG;Ashfield Medical Centre;477;0;764;144; 1 385,00
NHS MANSFLD & ASHFLD CCG;Brierley Park Medical Centre;509; 2 885,00; 1 123,00; 2 006,00; 6 523,00
NHS MANSFLD & ASHFLD CCG;Bull Farm Primary Care Resource Centre;501;441;329;81; 1 352,00
NHS MANSFLD & ASHFLD CCG;Cbs OOH;234;0;27;12;273
NHS MANSFLD & ASHFLD CCG;Churchside Medical Practice; 3 932,00;119;698;234; 4 983,00
NHS MANSFLD & ASHFLD CCG;Cncs M&A Care Home Service;0;0;2;0;2
NHS MANSFLD & ASHFLD CCG;Dr B Khan The Acorn Medical Practice;474;17;15;657; 1 163,00
NHS MANSFLD & ASHFLD CCG;Drs Law & Mountcastle;0;0;0;0;0
NHS MANSFLD & ASHFLD CCG;Family Medical Centre (Kirkby); 2 223,00;0; 1 039,00;718; 3 980,00
NHS MANSFLD & ASHFLD CCG;Harwood Close Surgery;943; 1 946,00;28;403; 3 320,00
NHS MANSFLD & ASHFLD CCG;Healdswood Surgery; 2 669,00;406;469; 1 066,00; 4 610,00
NHS MANSFLD & ASHFLD CCG;Health Care Complex Kirkby; 2 114,00;781;749;909; 4 553,00
NHS MANSFLD & ASHFLD CCG;Jacksdale Medical Centre;479; 1 800,00;936;0; 3 215,00
NHS MANSFLD & ASHFLD CCG;John Eastwood Hospice;139;0;91;0;230
NHS MANSFLD & ASHFLD CCG;Kirkby Community Primary Care Centre;712; 1 387,00; 1 146,00; 1 353,00; 4 598,00
NHS MANSFLD & ASHFLD CCG;Kirkby Health Centre; 1 443,00;0;414;76; 1 933,00
NHS MANSFLD & ASHFLD CCG;Lowmoor Road Surgery;152;0;926;987; 2 065,00
NHS MANSFLD & ASHFLD CCG;Meden Medical Services;662;11;895;149; 1 717,00
NHS MANSFLD & ASHFLD CCG;Millview Surgery; 9 726,00;0; 1 515,00; 1 098,00; 12 339,00
NHS MANSFLD & ASHFLD CCG;Nctpct Direct Access Central;0;0;0;0;0
NHS MANSFLD & ASHFLD CCG;Oak Tree Lane Surgery;0;0;0;0;0
NHS MANSFLD & ASHFLD CCG;Oakwood Surgery; 7 303,00; 1 044,00; 1 539,00; 1 021,00; 10 907,00
NHS MANSFLD & ASHFLD CCG;Orchard Medical Practice; 7 439,00;602; 3 745,00;982; 12 768,00
NHS MANSFLD & ASHFLD CCG;Pantiles Medical Centre;0;0;0;0;0
NHS MANSFLD & ASHFLD CCG;Pleasley Surgery;92;0;980;249; 1 321,00
NHS MANSFLD & ASHFLD CCG;Riverbank Medical Services; 1 327,00;112;119;39; 1 597,00
NHS MANSFLD & ASHFLD CCG;Rosemary Street Health Centre; 4 707,00;497; 1 813,00;660; 7 677,00
NHS MANSFLD & ASHFLD CCG;Roundwood Surgery; 3 831,00; 1 176,00; 2 116,00; 1 240,00; 8 363,00
NHS MANSFLD & ASHFLD CCG;Sandy Lane Surgery;169; 1 172,00;838;212; 2 391,00
NHS MANSFLD & ASHFLD CCG;Selston Surgery;73;0;267;0;340
NHS MANSFLD & ASHFLD CCG;St Peters Medical Practice; 1 348,00; 4 144,00; 2 462,00;0; 7 954,00
NHS MANSFLD & ASHFLD CCG;Willowbrook Medical Practice; 7 097,00; 2 700,00; 4 179,00; 2 695,00; 16 671,00
NHS MANSFLD & ASHFLD CCG;Woodlands Medical Practice; 4 260,00;796; 1 687,00;551; 7 294,00
NHS MANSFLD & ASHFLD CCG;Woodside Surgery; 1 380,00;0;254;542; 2 176,00
NHS MEDWAY CCG;Apex Medical Centre; 1 454,00; 2 206,00;579;123; 4 362,00
NHS MEDWAY CCG;Balmoral Gardens; 2 000,00; 1 597,00; 1 395,00;544; 5 536,00
NHS MEDWAY CCG;Borstal Village Surgery; 1 039,00;439; 1 247,00;831; 3 556,00
NHS MEDWAY CCG;Brompton Medical Centre;588; 3 797,00;152;49; 4 586,00
NHS MEDWAY CCG;Bryant Street Medical Practice; 8 889,00; 4 942,00;844; 1 203,00; 15 878,00
NHS MEDWAY CCG;City Way Surgery; 6 304,00; 5 501,00;925; 2 921,00; 15 651,00
NHS MEDWAY CCG;College Health Boots; 1 694,00; 2 819,00;715;247; 5 475,00
NHS MEDWAY CCG;College Health Sterling;299;404;103;32;838
NHS MEDWAY CCG;Court View Surgery; 4 923,00; 4 265,00;805;749; 10 742,00
NHS MEDWAY CCG;DMC Walderslade Surgery; 1 882,00; 3 096,00;650;207; 5 835,00
NHS MEDWAY CCG;Dr O S Singh & Partner; 1 989,00; 3 363,00;530;563; 6 445,00
NHS MEDWAY CCG;Dulwich Health Medical Centre; 7 375,00; 1 558,00; 2 372,00;607; 11 912,00
NHS MEDWAY CCG;Eastcourt Lane Surgery; 1 182,00; 2 058,00;458;201; 3 899,00
NHS MEDWAY CCG;Esplanade Healthcare; 2 983,00; 4 429,00; 1 197,00;217; 8 826,00
NHS MEDWAY CCG;Gun Lane Medical Centre Surgery Si; 1 267,00; 1 174,00;722;642; 3 805,00
NHS MEDWAY CCG;Highcliffe Medical Pract.; 2 884,00;250;792;213; 4 139,00
NHS MEDWAY CCG;King George Road Surgery;323;0;48;226;597
NHS MEDWAY CCG;Long Catlis Road Surgery;31;18;293;210;552
NHS MEDWAY CCG;Maidstone Rd Chatham Surgery;952; 1 882,00; 1 001,00;0; 3 835,00
NHS MEDWAY CCG;Maidstone Rd Rainham Surgery; 1 718,00;726;229;24; 2 697,00
NHS MEDWAY CCG;Malling Health Blue Suite; 5 249,00; 3 292,00; 1 453,00;850; 10 844,00
NHS MEDWAY CCG;Malvern Road Surgery;0; 2 094,00;0;0; 2 094,00
NHS MEDWAY CCG;Marlowe Park Medical Ctr.; 1 727,00; 1 703,00;165;585; 4 180,00
NHS MEDWAY CCG;Matrix Medical Practice;52;0;28;389;469
NHS MEDWAY CCG;MCh Palliative Care Swale;137;0;86;0;223
NHS MEDWAY CCG;MCh Prescribing;201;0;75;0;276
NHS MEDWAY CCG;Medway On Call Care OOH;405;221;229;35;890
NHS MEDWAY CCG;Napier Road Surgery;0;225;210;0;435
NHS MEDWAY CCG;Parkwood Family Practice;92;0;54;378;524
NHS MEDWAY CCG;Princes Park Medical Ctr; 2 261,00;886;755; 1 613,00; 5 515,00
NHS MEDWAY CCG;Pump Lane Surgery;12;150;37;0;199
NHS MEDWAY CCG;Rainham Healthy Living Centre; 4 103,00;409;703;329; 5 544,00
NHS MEDWAY CCG;Riverside Medical Practice; 1 490,00; 2 385,00; 1 419,00; 1 821,00; 7 115,00
NHS MEDWAY CCG;Rochester Health Centre Surgery E; 3 864,00;748;119;300; 5 031,00
NHS MEDWAY CCG;Rochester Health Centre Surgery T;354; 1 854,00;81;401; 2 690,00
NHS MEDWAY CCG;St.Mary's Island Surgery;350; 1 150,00;747;691; 2 938,00
NHS MEDWAY CCG;St.Mary's Medical Centre; 4 107,00; 4 192,00;862; 1 341,00; 10 502,00
NHS MEDWAY CCG;St.Werburgh Med.Practice; 14 763,00; 6 361,00; 1 392,00; 2 475,00; 24 991,00
NHS MEDWAY CCG;Stonecross And West Drive Surgery; 4 301,00; 4 248,00; 1 869,00;941; 11 359,00
NHS MEDWAY CCG;Sunlight Centre Surgery; 4 044,00; 2 117,00;358; 1 429,00; 7 948,00
NHS MEDWAY CCG;Thames Ave Surgery; 6 053,00; 1 569,00;499;471; 8 592,00
NHS MEDWAY CCG;The Church View Practice; 3 232,00; 4 014,00;396;331; 7 973,00
NHS MEDWAY CCG;The Churchill Clinic;73;592;289;629; 1 583,00
NHS MEDWAY CCG;The Elms Medical Centre; 9 460,00; 4 722,00; 4 200,00; 1 185,00; 19 567,00
NHS MEDWAY CCG;The Glebe Family Practice; 7 275,00; 2 648,00;49;575; 10 547,00
NHS MEDWAY CCG;The Halfway Surgery;312; 3 353,00;31;131; 3 827,00
NHS MEDWAY CCG;The Kings Family Practice; 3 563,00; 7 505,00;848; 1 318,00; 13 234,00
NHS MEDWAY CCG;The Parks Medical Pract.; 4 415,00; 4 066,00; 1 848,00;879; 11 208,00
NHS MEDWAY CCG;The Railside Surgery;203; 2 134,00;552;36; 2 925,00
NHS MEDWAY CCG;The Surgery Railway Street; 3 605,00; 1 742,00;656;179; 6 182,00
NHS MEDWAY CCG;Thorndike Surgery; 5 492,00; 6 357,00; 1 955,00; 5 527,00; 19 331,00
NHS MEDWAY CCG;Tunbury Avenue Surgery;246;338;133;378; 1 095,00
NHS MEDWAY CCG;Upper Canterbury St Surgery; 3 612,00;756;416;0; 4 784,00
NHS MEDWAY CCG;Walderslade Medical Ctr. Surgery P;159;90;136;80;465
NHS MEDWAY CCG;Walderslade Village Surg.; 9 915,00; 5 881,00; 5 776,00; 2 727,00; 24 299,00
NHS MEDWAY CCG;Waltham Road Medical Centre; 1 692,00; 1 694,00; 1 136,00;98; 4 620,00
NHS MEDWAY CCG;Wayfield Road Surgery; 1 314,00; 1 437,00;504;385; 3 640,00
NHS MEDWAY CCG;Wigmore Medical Centre;275; 1 158,00;761;0; 2 194,00
NHS MEDWAY CCG;Winchester House;395;68;183;0;646
NHS MEDWAY CCG;Wisdom Hospice;6;0;0;0;6
NHS MEDWAY CCG;Woodlands Family Practice; 19 327,00; 8 409,00; 1 289,00; 2 750,00; 31 775,00
NHS MEDWAY CCG;Wyvill Close Surgery;0;0;0;0;0
NHS MERTON CCG;Alexandra Surgery;154; 3 184,00;6;761; 4 105,00
NHS MERTON CCG;Cannon Hill Lane Medical Practice;513;865;509;25; 1 912,00
NHS MERTON CCG;Central Medical Centre;0; 2 988,00; 1 189,00;563; 4 740,00
NHS MERTON CCG;Colliers Wood Surgery;560; 3 740,00;108; 1 581,00; 5 989,00
NHS MERTON CCG;Cricket Green Medical Practice; 2 112,00; 12 870,00; 1 676,00;159; 16 817,00
NHS MERTON CCG;Figges Marsh Surgery;781; 3 756,00;619;127; 5 283,00
NHS MERTON CCG;Francis Grove Surgery;100; 1 386,00;12; 1 323,00; 2 821,00
NHS MERTON CCG;GP Led Health Centre;516;0;98;36;650
NHS MERTON CCG;Grand Drive Surgery; 5 027,00; 3 523,00; 1 354,00; 1 772,00; 11 676,00
NHS MERTON CCG;Harmoni Merton Service OOH;19;0;4;0;23
NHS MERTON CCG;James O'Riordan Medical Centre;176; 1 392,00;730;259; 2 557,00
NHS MERTON CCG;Lambton Road Medical Practice; 1 278,00; 1 206,00;379; 1 030,00; 3 893,00
NHS MERTON CCG;Mitcham Family Practice;0;864;0;19;883
NHS MERTON CCG;Morden Hall Medical Centre; 1 247,00; 2 007,00;744; 1 081,00; 5 079,00
NHS MERTON CCG;Princes Road Surgery;245; 1 667,00;887;896; 3 695,00
NHS MERTON CCG;Ravensbury Park Medical Centre; 1 624,00; 1 908,00;919;11; 4 462,00
NHS MERTON CCG;Riverhouse Medical Practice; 1 365,00;896;41;451; 2 753,00
NHS MERTON CCG;Rowans Surgery;756; 1 260,00;427;285; 2 728,00
NHS MERTON CCG;S&M Comm Serv ( Merton Team );0;0;6;0;6
NHS MERTON CCG;St Raphael's Hosp (Merton);25;0;26;0;51
NHS MERTON CCG;Stonecot Surgery;350;714; 2 819,00;688; 4 571,00
NHS MERTON CCG;Tamworth House Medical Centre.;206;888; 3 011,00; 1 625,00; 5 730,00
NHS MERTON CCG;The Church Lane Practice; 3 771,00; 3 007,00; 3 552,00; 1 140,00; 11 470,00
NHS MERTON CCG;The Merton Medical Practice;54;0; 1 692,00;406; 2 152,00
NHS MERTON CCG;The Mitcham Medical Centre.; 2 426,00; 4 121,00;471;983; 8 001,00
NHS MERTON CCG;The Vineyard Hill Road Surgery;123;900;8;785; 1 816,00
NHS MERTON CCG;Wide Way Surgery; 1 533,00;790;412;0; 2 735,00
NHS MERTON CCG;Wimbledon Village Practice; 7 015,00; 2 438,00; 1 242,00; 1 669,00; 12 364,00
NHS MID ESSEX CCG;Baddow Village Surgery;174; 2 697,00;77;159; 3 107,00
NHS MID ESSEX CCG;Beauchamp House;41;695;192;141; 1 069,00
NHS MID ESSEX CCG;Blackwater Medical Centre; 4 069,00; 2 120,00; 4 117,00; 1 069,00; 11 375,00
NHS MID ESSEX CCG;Blandford Medical Centre; 2 098,00; 2 026,00; 1 223,00; 1 336,00; 6 683,00
NHS MID ESSEX CCG;Blyth's Meadow Surgery; 4 185,00; 2 498,00;534; 1 151,00; 8 368,00
NHS MID ESSEX CCG;Brickfields Surgery;258; 1 733,00;844;495; 3 330,00
NHS MID ESSEX CCG;Brimpton House;46;396;106;185;733
NHS MID ESSEX CCG;Burnham Surgery; 3 494,00; 1 135,00;175;74; 4 878,00
NHS MID ESSEX CCG;Castle Hedingham Surgery;264;0;89;461;814
NHS MID ESSEX CCG;Chelmer Village Surgery;860;256;566;18; 1 700,00
NHS MID ESSEX CCG;Collingwood Road Surgery;550; 1 771,00;0;0; 2 321,00
NHS MID ESSEX CCG;Community Health Services;0;0;0;0;0
NHS MID ESSEX CCG;Danbury Medical Centre; 1 432,00; 6 093,00; 2 712,00;587; 10 824,00
NHS MID ESSEX CCG;Dickens Place; 1 473,00; 3 312,00;234;495; 5 514,00
NHS MID ESSEX CCG;Douglas Grove Surgery;581; 5 701,00;889;256; 7 427,00
NHS MID ESSEX CCG;Farleigh Hospice;218;0;6;0;224
NHS MID ESSEX CCG;Fern House Surgery; 5 160,00; 2 970,00; 2 274,00;873; 11 277,00
NHS MID ESSEX CCG;Greenwood Surgery;175; 1 139,00; 1 049,00;188; 2 551,00
NHS MID ESSEX CCG;Hilton House;0; 1 440,00;408;531; 2 379,00
NHS MID ESSEX CCG;Humber Road Surgery; 1 896,00; 1 543,00;681; 1 584,00; 5 704,00
NHS MID ESSEX CCG;Kelvedon & Feering Health Centre; 1 974,00;805;460;79; 3 318,00
NHS MID ESSEX CCG;Kingsway Surgery;94;416;62;59;631
NHS MID ESSEX CCG;Little Waltham & Gt Notley Surgery; 1 138,00;192; 1 041,00; 1 031,00; 3 402,00
NHS MID ESSEX CCG;Longfield Medical Centre;908; 1 284,00; 5 367,00;106; 7 665,00
NHS MID ESSEX CCG;Maylandsea Medical Centre;50;210;0;0;260
NHS MID ESSEX CCG;Melbourne House Surgery;344; 3 967,00;318;0; 4 618,00
NHS MID ESSEX CCG;Moulsham Lodge Surgery; 1 760,00; 1 740,00;578;285; 4 363,00
NHS MID ESSEX CCG;Mount Chambers; 2 045,00;549;959;368; 3 921,00
NHS MID ESSEX CCG;Mountbatten House Surgery;349;502;247;198; 1 296,00
NHS MID ESSEX CCG;North Chelmsford NHS HCC;915;59;183;0; 1 157,00
NHS MID ESSEX CCG;Primecare OOH;88;32;137;2;259
NHS MID ESSEX CCG;Rivermead Gate Med.Ctr.; 2 241,00; 2 637,00; 2 385,00; 1 703,00; 8 966,00
NHS MID ESSEX CCG;Silver End Surgery;139;690;153;0;982
NHS MID ESSEX CCG;St. Lawrence Medical Practice; 4 307,00; 2 680,00; 2 110,00;322; 9 419,00
NHS MID ESSEX CCG;Stock Surgery;303;196;0;12;511
NHS MID ESSEX CCG;Sutherland Lodge Surgery; 1 885,00; 4 803,00;667;491; 7 846,00
NHS MID ESSEX CCG;Tennyson House Surgery; 1 404,00; 1 664,00; 1 635,00;594; 5 297,00
NHS MID ESSEX CCG;The Castle Surgery;12;72;407; 3 672,00; 4 163,00
NHS MID ESSEX CCG;The Coggeshall Surgery;0;0;27;100;127
NHS MID ESSEX CCG;The Elizabeth Courtauld Surgery;714;479; 2 309,00;360; 3 862,00
NHS MID ESSEX CCG;The Freshford Practice; 1 991,00;504; 1 124,00;0; 3 617,00
NHS MID ESSEX CCG;The Laurels Surgery; 1 289,00;824;670;243; 3 026,00
NHS MID ESSEX CCG;The Practice South Woodham Ferrers; 1 519,00; 2 698,00;25;221; 4 463,00
NHS MID ESSEX CCG;The Pump House Surgery;593; 1 780,00; 4 195,00;739; 7 307,00
NHS MID ESSEX CCG;The Tollesbury Practice;63;0;18;709;790
NHS MID ESSEX CCG;The Trinity Medical Practice;12;288;12;198;510
NHS MID ESSEX CCG;The Writtle Surgery;517; 1 665,00;972;139; 3 293,00
NHS MID ESSEX CCG;Tillingham Med Centre;62;676;923; 2 425,00; 4 086,00
NHS MID ESSEX CCG;Whitley House Surgery; 2 310,00;766; 1 557,00;542; 5 175,00
NHS MID ESSEX CCG;William Fisher Med.Ctr.;474;540; 1 913,00;473; 3 400,00
NHS MID ESSEX CCG;Witham Health Centre;695; 2 453,00;369;682; 4 199,00
NHS MID ESSEX CCG;Wyncroft Surgery;171;609;628;103; 1 511,00
NHS MILTON KEYNES CCG;Ashfield Medical Centre; 3 153,00; 2 622,00; 4 370,00;567; 10 712,00
NHS MILTON KEYNES CCG;Bedford Street Surgery; 4 478,00; 2 088,00; 3 404,00;545; 10 515,00
NHS MILTON KEYNES CCG;Broughton Gate Health Centre; 1 080,00;204;153;125; 1 562,00
NHS MILTON KEYNES CCG;Cnwl-Mk Medical Prescriber;0;63;0;0;63
NHS MILTON KEYNES CCG;Cobbs Garden Surgery;538; 1 268,00; 2 813,00;903; 5 522,00
NHS MILTON KEYNES CCG;Ctrl.Milton Keynes Med.Ct; 2 807,00; 2 826,00; 3 525,00;830; 9 988,00
NHS MILTON KEYNES CCG;Drayton Road Surgery;6;252;31;0;289
NHS MILTON KEYNES CCG;Fishermead Medical Centre;420;831;24;17; 1 292,00
NHS MILTON KEYNES CCG;Hilltops Medical Centre; 7 763,00; 1 439,00;927;618; 10 747,00
NHS MILTON KEYNES CCG;Kingfisher Surgery; 1 135,00;0;28;200; 1 363,00
NHS MILTON KEYNES CCG;Milton Keynes Village Surg; 3 989,00;308;797;723; 5 817,00
NHS MILTON KEYNES CCG;Mk Urgent Care Services OOH;170;59;66;77;372
NHS MILTON KEYNES CCG;Neath Hill Health Centre;465; 1 080,00;86;402; 2 033,00
NHS MILTON KEYNES CCG;Newport Pagnell Med.Ctr.; 2 280,00;489; 4 496,00; 1 071,00; 8 336,00
NHS MILTON KEYNES CCG;Oakridge Park Medical Centre; 4 400,00; 2 470,00; 4 792,00;442; 12 104,00
NHS MILTON KEYNES CCG;Parkside Medical Centre;794;735; 1 486,00;234; 3 249,00
NHS MILTON KEYNES CCG;Purbeck Health Centre; 2 724,00;412; 1 128,00;311; 4 575,00
NHS MILTON KEYNES CCG;Sovereign Medical Centre; 4 786,00; 2 088,00; 6 746,00; 3 466,00; 17 086,00
NHS MILTON KEYNES CCG;Stony Medical Centre;879; 1 817,00; 1 828,00;0; 4 510,00
NHS MILTON KEYNES CCG;The Grove Surgery; 2 473,00;520;778;264; 4 035,00
NHS MILTON KEYNES CCG;The Red House Surgery; 5 907,00; 4 880,00; 2 318,00;117; 13 222,00
NHS MILTON KEYNES CCG;The Stonedean Practice;155;419;283;0;829
NHS MILTON KEYNES CCG;Walnut Tree Health Centre; 1 829,00; 1 350,00;882;330; 4 391,00
NHS MILTON KEYNES CCG;Water Eaton Health Centre;976; 2 066,00;839;111; 3 992,00
NHS MILTON KEYNES CCG;Watling Vale Medical Ctr.; 2 602,00;0;971;0; 3 553,00
NHS MILTON KEYNES CCG;Westcroft Health Centre;228;495;430;0; 1 134,00
NHS MILTON KEYNES CCG;Westfield Road Surgery;829;633; 1 002,00;0; 2 455,00
NHS MILTON KEYNES CCG;Whaddon House Surgery; 2 602,00; 1 985,00; 1 105,00;412; 6 104,00
NHS MILTON KEYNES CCG;Wolverton Health Centre; 3 594,00; 3 992,00; 2 889,00;464; 10 939,00
NHS N & W READING CCG;Balmore Park Surgery;622;804;554;314; 2 294,00
NHS N & W READING CCG;Circuit Lane Surgery;127;681;734;373; 1 915,00
NHS N & W READING CCG;Emmer Green Surgery;937;18;8;30;993
NHS N & W READING CCG;Mortimer Surgery; 1 928,00; 4 042,00;367; 1 774,00; 8 111,00
NHS N & W READING CCG;Nwr Community Services;0;0;0;0;0
NHS N & W READING CCG;Peppard Road Surgery;0;0;0;0;0
NHS N & W READING CCG;Priory Avenue Surgery;75;0;194; 1 607,00; 1 876,00
NHS N & W READING CCG;The Boat House Surgery;133;689;20; 1 813,00; 2 655,00
